location_type,family_income,financial_aid_status,distance_to_institute,internet_connectivity_issues,motivation_score,career_alignment,stress_levels,family_support,attendance_rate,test_scores_avg,backlogs,teaching_quality_rating,dropout
Rural,3794.0,0,8.54,2,2,1,2,3,67.2,73.2,1,8,1
Urban,30714.0,1,0.5,2,6,1,3,2,64.1,42.7,0,10,0
Semi-urban,10365.0,2,15.1,1,4,2,2,1,34.6,61.8,1,7,1
Rural,20610.0,1,50.0,0,5,2,3,3,49.3,37.7,0,8,1
Semi-urban,19910.0,0,14.3,1,5,1,1,2,65.8,58.0,0,8,0
Urban,49922.0,1,9.8,1,5,2,3,1,96.6,88.4,1,10,0
Semi-urban,11365.0,1,7.0,2,9,2,2,3,73.4,50.9,2,5,0
Semi-urban,11415.0,1,28.9,0,3,1,1,3,68.4,53.2,1,7,0
Semi-urban,19276.0,2,9.4,0,2,1,3,2,57.7,63.3,0,6,1
Semi-urban,6630.0,2,3.9,2,5,3,3,1,82.4,60.5,0,5,0
Semi-urban,16662.0,0,3.4,0,10,3,1,3,28.2,67.1,2,6,0
Urban,14553.0,0,8.4,1,5,2,1,3,69.9,56.7,0,5,0
Urban,11808.0,1,0.7,1,5,1,2,1,40.0,51.3,1,6,0
Semi-urban,5928.0,0,0.5,1,5,3,3,1,58.6,64.6,0,10,1
Urban,4313.0,2,1.4,1,3,2,2,1,92.1,53.8,0,7,0
Semi-urban,4394.0,0,3.2,1,4,2,3,3,59.4,54.5,0,4,1
Urban,4285.0,0,24.8,2,9,2,1,3,89.6,65.5,3,6,0
Semi-urban,17780.0,1,6.7,0,3,3,3,1,24.1,88.8,0,8,0
Urban,25692.0,2,11.8,0,4,2,2,2,56.7,68.6,0,5,0
Urban,13320.0,1,4.0,0,6,2,2,2,79.3,84.1,0,6,0
Urban,4867.0,0,13.9,0,4,1,2,3,94.6,35.0,0,4,0
Urban,16954.0,2,5.4,1,8,3,1,3,93.0,76.3,0,8,0
Urban,13129.0,0,6.8,1,5,1,1,3,65.3,80.5,0,6,0
Urban,10937.0,1,4.0,0,3,2,3,2,23.2,69.3,0,9,0
Urban,2392.0,0,7.4,1,3,2,3,2,64.8,35.0,0,5,1
Rural,9970.0,1,9.98,2,6,1,2,2,83.1,48.1,0,3,1
Semi-urban,40402.0,0,2.6,0,4,1,1,2,76.4,63.0,0,6,0
Semi-urban,25663.0,2,4.6,2,7,3,2,2,77.7,39.8,0,8,0
Rural,11475.0,1,14.17,1,4,1,2,2,56.7,43.4,5,6,1
Semi-urban,3990.0,0,6.1,1,5,2,3,3,53.9,88.4,4,9,1
Rural,4266.0,1,1.45,2,6,3,2,1,73.5,51.0,0,9,0
Semi-urban,9950.0,0,0.5,1,5,1,1,2,84.9,76.5,1,10,0
Urban,13883.0,2,1.0,1,6,3,3,2,31.3,35.0,2,5,1
Rural,24582.0,0,4.03,1,4,2,3,1,88.3,70.6,1,6,0
Urban,4978.0,2,1.4,1,5,2,3,2,71.4,56.1,0,7,0
Semi-urban,12369.0,0,5.4,1,3,1,3,1,67.7,64.4,4,7,1
Rural,2000.0,0,12.49,0,7,2,2,2,60.1,61.5,0,6,0
Urban,14148.0,2,4.8,0,10,2,2,3,56.3,50.2,2,5,0
Rural,13285.0,1,11.01,1,8,2,3,1,62.6,59.8,1,6,0
Rural,13793.0,0,14.34,2,10,3,1,3,81.6,61.8,0,7,0
Semi-urban,26011.0,0,28.7,1,10,3,2,3,41.6,59.9,0,6,0
Rural,4706.0,0,37.21,0,8,2,3,2,39.0,59.2,4,8,1
Semi-urban,13377.0,1,9.3,0,6,2,2,3,88.5,47.9,0,5,0
Rural,6293.0,2,7.71,0,5,2,2,3,43.2,63.3,5,7,1
Semi-urban,39186.0,2,9.0,0,3,1,2,3,42.2,51.6,2,7,0
Urban,10979.0,0,18.1,0,5,2,3,1,61.6,65.4,2,9,1
Semi-urban,50000.0,0,3.4,1,4,2,3,2,73.7,80.4,0,9,0
Urban,43864.0,2,10.1,1,10,3,2,3,73.4,35.0,7,7,1
Urban,35227.0,0,1.6,1,3,1,2,1,85.3,85.1,0,8,0
Urban,15237.0,1,3.9,1,6,3,2,1,85.8,51.6,0,8,0
Rural,12015.0,0,11.3,1,2,1,2,1,62.2,76.2,0,6,1
Semi-urban,9442.0,1,5.6,0,6,2,1,2,52.3,50.9,2,5,0
Rural,19956.0,2,3.77,1,6,2,2,2,51.9,75.6,1,10,0
Urban,24604.0,1,1.7,0,9,2,1,3,49.3,39.1,1,6,0
Rural,4619.0,0,2.57,1,6,2,2,2,13.7,58.5,4,9,1
Semi-urban,29562.0,1,7.9,1,2,1,1,2,86.5,100.0,0,8,0
Urban,20668.0,0,8.1,0,4,2,3,1,70.2,84.6,0,5,1
Rural,5820.0,0,0.89,0,4,2,3,1,60.5,85.5,1,9,1
Urban,50000.0,1,11.7,0,6,1,2,2,71.5,65.6,4,4,1
Rural,5558.0,1,29.71,2,9,2,1,3,73.4,48.9,5,7,1
Urban,6198.0,1,3.1,1,3,1,2,3,82.0,75.9,0,7,0
Semi-urban,21585.0,2,22.3,0,6,2,1,2,55.9,47.5,0,5,0
Urban,32046.0,0,33.9,1,8,3,2,3,40.4,53.8,1,8,0
Urban,8864.0,1,5.9,1,9,2,2,3,48.7,58.0,1,8,0
Semi-urban,9803.0,2,1.7,0,3,3,1,3,10.3,46.1,1,9,0
Semi-urban,15360.0,1,8.5,1,8,2,1,2,75.0,60.3,0,10,0
Urban,4596.0,2,1.0,2,5,2,1,2,46.2,71.3,5,6,1
Semi-urban,13529.0,1,5.3,1,6,2,1,1,29.6,35.0,0,6,1
Semi-urban,14842.0,1,1.6,0,4,2,3,2,21.5,58.8,7,5,1
Urban,4149.0,2,5.3,1,3,1,3,1,57.1,52.3,2,4,1
Urban,37267.0,0,1.1,2,10,3,1,2,43.8,43.3,2,9,0
Semi-urban,10077.0,2,15.7,0,2,2,3,1,34.3,38.2,1,10,1
Semi-urban,20368.0,1,13.0,2,7,1,2,3,90.9,84.7,0,8,0
Semi-urban,6228.0,0,2.3,1,9,3,2,1,29.1,45.4,3,4,1
Urban,7398.0,2,2.8,0,6,3,1,3,88.5,76.9,4,5,0
Rural,5405.0,1,24.42,2,7,2,1,3,67.1,77.0,5,8,1
Rural,2088.0,1,1.18,1,4,2,3,2,52.8,64.0,4,6,1
Semi-urban,2000.0,1,18.7,1,3,1,2,3,31.6,51.2,2,5,1
Rural,2000.0,0,10.51,1,6,3,3,3,62.8,51.4,0,9,1
Rural,10388.0,1,37.14,1,5,1,2,2,35.3,77.1,2,10,1
Urban,14891.0,0,2.7,2,3,1,3,2,17.6,35.0,2,3,1
Rural,4855.0,0,9.76,1,1,1,3,1,24.1,36.7,2,1,1
Urban,3940.0,2,5.1,1,3,1,3,1,20.1,41.0,2,7,1
Semi-urban,6110.0,1,1.7,1,10,2,2,3,49.8,63.1,1,8,0
Urban,11898.0,0,20.7,0,10,3,2,3,51.4,89.4,3,10,0
Urban,9745.0,2,6.1,2,10,3,2,3,35.9,60.5,2,7,0
Rural,23427.0,0,7.59,2,5,2,2,1,59.3,42.7,4,6,1
Semi-urban,25141.0,0,1.3,2,9,3,3,1,58.8,63.5,0,9,0
Rural,17675.0,0,14.13,0,5,2,2,1,68.7,74.4,0,8,0
Semi-urban,10938.0,1,0.5,2,4,1,1,3,94.5,64.5,4,8,0
Rural,7127.0,2,8.42,2,9,3,3,1,74.2,54.3,1,6,0
Rural,5083.0,0,17.23,0,7,2,2,2,82.0,60.9,2,4,0
Urban,14276.0,0,0.9,1,6,2,1,1,84.7,78.2,1,9,0
Rural,8038.0,2,2.01,2,3,3,2,3,73.7,72.7,0,7,0
Semi-urban,6228.0,0,2.3,1,7,1,2,3,56.3,56.2,3,8,1
Semi-urban,38889.0,1,0.5,1,8,3,1,3,50.1,75.4,1,7,0
Urban,19303.0,0,1.8,0,9,2,2,2,78.1,64.1,0,4,0
Semi-urban,5109.0,1,8.4,2,7,3,3,1,60.8,36.0,0,7,1
Urban,32932.0,1,9.6,2,1,1,2,2,52.5,85.0,0,9,1
Semi-urban,11866.0,0,11.8,0,7,1,2,3,80.7,66.3,0,7,0
Rural,20953.0,0,12.7,1,3,1,2,3,94.9,75.7,0,8,0
Urban,4261.0,1,2.0,2,10,3,2,3,61.9,71.7,0,8,0
Semi-urban,34993.0,1,3.7,1,9,2,3,2,66.7,63.6,0,6,0
Urban,2290.0,1,5.2,1,10,3,2,2,77.7,62.7,1,9,0
Semi-urban,8978.0,1,9.1,0,5,2,2,1,86.1,65.6,0,8,0
Semi-urban,50000.0,1,12.1,1,1,1,3,1,71.9,85.3,0,6,0
Urban,6917.0,2,0.5,0,5,1,1,2,63.4,80.2,0,5,0
Urban,40513.0,1,13.0,1,6,1,2,2,48.3,61.2,1,6,0
Semi-urban,12973.0,0,17.7,1,10,3,2,2,79.8,84.1,2,8,0
Rural,10102.0,0,24.85,2,5,1,2,2,69.3,65.2,0,9,1
Rural,27405.0,1,4.61,1,4,2,1,2,79.3,92.9,4,7,0
Rural,6485.0,2,16.84,0,3,2,2,1,73.5,41.8,4,10,1
Urban,4235.0,2,4.4,0,3,1,3,1,82.6,65.3,7,6,1
Rural,7505.0,2,38.35,0,6,3,3,1,16.1,46.0,0,10,1
Semi-urban,9844.0,1,0.5,2,6,3,2,2,41.3,35.0,1,7,1
Urban,4421.0,2,1.3,1,7,3,3,2,71.4,67.9,6,8,1
Semi-urban,3526.0,0,4.6,0,9,2,2,3,42.1,75.2,0,10,0
Semi-urban,7324.0,0,0.9,2,7,2,3,1,34.8,65.3,4,6,1
Semi-urban,10946.0,0,12.0,1,5,1,2,3,73.5,59.1,0,6,0
Urban,6982.0,0,0.8,2,10,3,1,3,81.0,100.0,0,10,0
Urban,21731.0,1,15.3,0,10,3,2,2,23.6,59.4,5,6,0
Rural,10646.0,0,24.37,0,5,2,2,2,91.2,66.9,1,7,0
Rural,3414.0,0,4.7,1,3,2,3,1,45.9,70.8,0,7,1
Urban,6903.0,1,6.3,0,6,2,3,3,17.6,67.6,0,5,1
Urban,18590.0,2,2.1,0,9,3,2,3,37.5,62.5,4,8,0
Semi-urban,38271.0,1,4.5,0,7,2,1,3,53.9,53.1,1,5,0
Urban,17656.0,1,32.9,0,7,2,1,2,33.6,87.6,1,10,0
Urban,9504.0,2,1.9,1,6,2,3,2,71.8,78.2,0,8,0
Urban,12826.0,1,22.5,2,10,3,1,2,60.5,72.5,4,7,0
Urban,22114.0,0,1.5,0,8,2,1,2,46.2,67.7,1,10,0
Urban,8129.0,1,2.5,0,3,1,3,2,47.5,51.0,4,4,1
Rural,12945.0,0,11.27,0,5,1,2,2,54.3,74.5,2,6,1
Urban,9034.0,0,0.5,1,3,1,2,2,45.4,67.7,1,9,1
Semi-urban,3452.0,1,3.4,1,5,1,1,2,10.3,38.4,0,10,1
Urban,9757.0,1,18.0,0,7,2,2,2,93.2,69.5,1,8,0
Semi-urban,3480.0,0,9.7,1,5,2,2,1,79.7,65.5,0,3,0
Rural,5504.0,1,12.31,0,5,2,1,3,69.1,60.4,5,3,1
Rural,12633.0,0,2.89,1,5,2,2,3,71.1,73.3,3,9,1
Urban,9124.0,2,11.5,1,5,2,3,1,96.0,100.0,0,9,0
Rural,13760.0,1,1.24,0,6,2,1,3,56.5,48.8,2,6,0
Semi-urban,14319.0,0,16.0,0,5,1,3,2,71.6,69.7,0,3,0
Semi-urban,7071.0,0,15.2,1,3,1,2,2,43.1,58.2,2,10,1
Rural,25483.0,1,6.76,1,8,3,3,1,47.2,60.8,1,8,0
Urban,34367.0,0,9.3,0,8,3,2,2,15.1,53.1,1,10,0
Urban,18453.0,0,6.9,1,4,2,3,1,22.2,53.3,9,9,1
Semi-urban,46320.0,0,13.1,1,5,1,1,2,80.5,56.4,1,6,0
Rural,17104.0,1,21.55,1,2,1,3,3,60.8,61.5,1,6,1
Rural,50000.0,1,7.47,1,5,2,1,2,58.7,71.6,4,8,1
Urban,20866.0,0,7.1,1,3,2,3,1,34.7,78.6,1,8,1
Urban,10027.0,0,1.4,1,4,1,1,2,54.5,54.7,9,5,1
Semi-urban,36109.0,1,4.3,2,4,2,3,1,61.0,62.3,0,6,0
Urban,16047.0,1,2.0,0,5,1,2,2,92.2,74.0,0,6,0
Urban,6281.0,0,1.3,2,6,3,2,2,76.9,43.4,2,6,0
Semi-urban,5518.0,0,16.8,1,5,1,3,2,66.4,69.8,5,5,1
Urban,30353.0,0,0.5,2,8,2,2,2,41.8,39.7,1,7,0
Urban,5356.0,1,3.3,1,6,1,1,3,54.7,72.6,1,6,0
Semi-urban,4232.0,1,1.3,2,5,2,3,3,60.4,53.2,0,7,0
Urban,13043.0,2,3.4,1,4,1,2,3,22.6,64.7,0,4,0
Urban,39888.0,1,7.4,1,5,1,2,3,51.6,39.9,5,9,1
Semi-urban,34929.0,1,14.3,2,3,1,3,3,49.0,70.2,1,8,1
Semi-urban,16283.0,1,20.8,1,8,2,2,3,73.2,37.4,2,5,1
Rural,8811.0,2,23.17,0,8,2,2,2,70.0,41.9,0,7,0
Rural,24315.0,1,1.61,0,3,2,1,2,54.8,49.9,1,7,0
Semi-urban,5507.0,0,2.5,2,7,2,2,2,10.0,72.1,0,8,0
Semi-urban,10082.0,1,7.0,1,7,2,3,2,85.9,56.8,0,10,0
Rural,16281.0,1,7.36,2,2,1,2,1,84.4,71.1,0,8,0
Rural,4724.0,0,1.19,2,10,3,1,2,64.3,85.4,0,8,0
Semi-urban,19185.0,2,8.4,0,5,2,1,1,85.0,90.4,0,5,0
Semi-urban,27723.0,0,2.9,1,3,2,3,1,44.6,44.0,1,8,1
Semi-urban,18940.0,0,5.6,0,10,2,2,3,73.9,43.0,2,10,0
Rural,15392.0,1,4.2,1,5,1,2,1,19.1,37.3,1,6,1
Urban,14536.0,0,0.5,0,4,2,2,1,91.7,74.4,0,10,0
Semi-urban,3870.0,2,7.8,0,7,2,1,3,10.0,43.3,3,3,1
Rural,22414.0,0,8.51,0,5,2,1,1,73.1,72.6,0,5,0
Urban,4652.0,0,7.3,0,4,2,2,1,47.2,69.4,0,8,0
Urban,19484.0,1,3.6,0,4,2,2,3,43.4,83.5,0,8,0
Urban,5741.0,1,4.0,0,8,2,1,3,74.4,89.4,0,9,0
Semi-urban,21646.0,2,1.2,2,8,2,1,2,75.3,63.8,0,2,0
Semi-urban,4450.0,2,0.5,0,6,1,2,3,58.3,50.5,1,3,0
Rural,18538.0,2,22.91,1,5,2,3,1,82.6,59.3,1,4,0
Rural,5219.0,2,3.3,1,6,2,1,2,69.7,53.7,1,6,0
Semi-urban,12188.0,2,4.8,2,5,2,3,1,86.2,72.2,0,8,0
Rural,16377.0,0,0.75,0,6,1,2,2,74.4,76.4,0,6,0
Urban,15366.0,1,6.8,1,3,1,3,1,82.1,57.3,0,6,0
Urban,4117.0,2,1.9,2,5,2,3,3,64.2,78.2,6,10,1
Semi-urban,25048.0,1,12.0,0,3,3,3,1,82.5,35.0,1,5,1
Rural,2000.0,1,27.5,0,5,1,2,3,27.8,70.8,1,8,1
Semi-urban,2105.0,1,1.5,1,7,1,2,2,24.0,49.2,1,5,0
Urban,15957.0,0,9.8,0,2,1,3,3,64.0,53.2,5,9,1
Semi-urban,30406.0,0,0.9,0,5,1,2,2,66.8,45.2,3,10,1
Rural,3105.0,0,3.85,2,6,2,2,2,86.3,83.5,0,8,0
Semi-urban,42283.0,0,9.0,0,10,2,2,3,73.8,65.9,0,5,0
Urban,32585.0,2,7.1,2,7,3,3,2,97.2,46.3,0,6,0
Semi-urban,24086.0,0,3.1,0,8,2,2,3,50.8,59.4,1,6,0
Semi-urban,5380.0,2,19.5,1,6,2,2,2,43.8,46.0,0,6,0
Rural,16892.0,2,26.45,1,4,1,2,2,56.7,46.7,0,5,1
Urban,47406.0,1,10.4,1,6,2,1,2,74.2,79.1,0,10,0
Rural,2448.0,1,25.83,2,9,2,2,3,52.7,56.6,0,7,0
Semi-urban,4404.0,2,8.7,0,9,3,3,2,70.6,100.0,0,8,0
Rural,13023.0,2,11.33,2,4,2,2,2,82.9,85.2,3,7,0
Semi-urban,39407.0,1,37.0,1,6,1,1,3,43.1,53.1,3,7,1
Semi-urban,16458.0,0,1.9,1,6,2,2,3,68.7,36.2,0,4,1
Rural,7929.0,1,2.11,0,10,3,3,2,41.7,68.6,1,7,0
Urban,6074.0,0,2.7,1,10,3,2,3,59.0,78.4,0,6,0
Urban,7165.0,1,0.8,2,5,2,3,1,71.1,58.2,1,5,1
Rural,9058.0,1,13.38,1,3,1,3,1,57.0,52.3,1,3,1
Urban,13853.0,2,2.4,1,7,1,2,2,96.4,75.8,0,9,0
Semi-urban,3954.0,2,5.8,0,3,1,3,1,58.7,48.2,1,6,1
Semi-urban,31738.0,2,19.5,2,6,2,2,2,68.8,63.9,2,4,0
Urban,12677.0,1,12.0,1,10,3,2,3,67.3,67.2,0,6,0
Semi-urban,11288.0,0,12.2,0,6,2,3,2,58.1,51.3,6,10,1
Urban,4472.0,1,9.0,0,3,1,2,2,32.2,70.4,0,7,0
Urban,5024.0,0,24.2,1,7,3,3,1,59.4,54.4,1,7,1
Urban,5762.0,0,5.8,1,8,2,1,2,83.8,48.3,0,7,0
Semi-urban,8612.0,0,3.1,1,10,3,3,2,58.6,52.9,0,7,0
Semi-urban,10276.0,0,5.3,1,4,2,3,1,84.1,67.4,0,7,0
Semi-urban,39062.0,1,4.9,1,4,2,3,2,38.9,39.6,0,8,1
Rural,15039.0,1,4.14,2,10,3,1,3,64.2,62.9,5,8,1
Urban,21592.0,0,9.9,0,8,2,1,2,90.0,73.0,4,3,0
Rural,11712.0,1,22.01,1,3,1,2,2,63.1,73.0,1,9,1
Urban,9686.0,1,11.7,0,1,1,3,3,10.0,41.0,2,8,1
Semi-urban,21383.0,1,3.3,0,8,3,2,2,56.5,40.5,2,10,0
Urban,29071.0,2,1.3,0,6,2,1,2,78.5,63.7,0,7,0
Semi-urban,10944.0,1,7.3,1,3,1,2,1,72.8,79.1,0,5,0
Urban,18843.0,1,2.8,0,6,2,1,2,70.8,86.0,0,10,0
Rural,29653.0,0,17.6,0,5,2,3,1,79.6,95.0,2,7,0
Rural,15132.0,0,0.79,0,3,1,3,1,77.1,70.6,0,10,0
Semi-urban,19791.0,0,5.3,2,4,2,2,1,78.1,49.3,0,3,1
Rural,38870.0,2,36.56,0,4,2,2,1,23.9,40.5,5,7,1
Semi-urban,6978.0,1,4.8,2,8,2,1,2,96.0,65.2,0,8,0
Urban,15701.0,0,4.3,2,2,1,2,3,22.2,38.7,3,8,1
Urban,39914.0,1,14.1,0,8,2,3,2,37.2,43.0,7,6,1
Rural,29570.0,0,32.53,1,8,2,2,2,59.4,47.0,4,5,1
Semi-urban,40516.0,2,1.5,0,9,3,3,2,82.9,47.6,0,3,0
Semi-urban,18465.0,0,3.8,1,5,3,3,2,49.7,70.8,0,6,0
Urban,23947.0,2,14.6,0,8,3,2,2,89.0,66.6,0,2,0
Semi-urban,3845.0,2,2.2,2,4,2,2,1,72.6,59.5,2,6,0
Urban,16864.0,0,6.1,1,10,3,1,3,59.7,91.0,0,9,0
Semi-urban,14104.0,1,1.5,2,4,1,3,2,30.3,62.0,0,6,1
Urban,6501.0,2,14.3,0,7,2,2,3,37.7,65.2,0,10,0
Rural,4019.0,0,9.11,0,6,2,3,3,49.8,73.4,1,5,1
Semi-urban,16608.0,0,21.8,2,6,2,3,2,72.3,45.4,8,5,1
Rural,10150.0,0,36.03,1,10,2,1,3,10.0,47.5,0,10,1
Urban,24452.0,1,0.5,0,8,2,2,2,37.0,69.1,1,9,0
Semi-urban,12781.0,1,9.3,1,5,2,3,1,92.4,100.0,0,8,0
Semi-urban,6015.0,0,23.9,0,4,1,2,2,75.5,61.9,1,5,1
Rural,10018.0,0,9.78,1,9,2,2,3,27.5,54.1,7,6,1
Semi-urban,9070.0,0,6.0,2,9,2,1,3,61.2,35.0,4,7,1
Urban,19735.0,1,10.7,1,4,2,2,1,10.0,35.0,0,7,1
Urban,3579.0,1,0.5,1,7,2,2,2,42.6,37.3,0,6,0
Urban,14209.0,0,9.4,0,6,3,2,1,58.3,93.0,0,8,0
Urban,14113.0,2,28.3,2,5,1,1,2,26.4,66.1,1,5,1
Semi-urban,2620.0,0,2.5,0,5,2,2,2,50.2,66.9,1,6,0
Rural,9937.0,2,11.24,2,9,3,3,2,83.7,35.0,0,6,0
Semi-urban,14781.0,1,24.0,1,6,2,2,2,68.7,85.6,0,9,0
Rural,16473.0,0,5.29,1,7,2,3,2,48.9,54.5,3,7,1
Semi-urban,7882.0,2,5.8,1,8,3,1,2,22.2,82.4,4,10,0
Semi-urban,22015.0,2,1.0,1,5,3,2,2,87.5,63.7,0,8,0
Urban,6007.0,1,11.0,1,3,3,3,1,10.0,72.0,2,10,1
Semi-urban,13723.0,0,1.5,0,7,3,2,2,14.3,78.3,0,5,0
Semi-urban,17138.0,1,16.9,1,10,2,1,3,29.2,55.0,2,5,0
Urban,4559.0,0,3.2,0,7,2,1,2,77.5,39.4,6,9,1
Urban,15834.0,2,4.0,2,5,2,2,1,30.1,41.3,6,5,1
Semi-urban,2000.0,0,7.5,2,4,2,2,2,48.4,74.8,7,8,1
Semi-urban,10688.0,2,5.0,1,6,2,2,2,90.0,73.3,0,9,0
Semi-urban,6047.0,0,1.8,1,3,2,3,2,70.3,61.3,0,3,1
Semi-urban,15546.0,0,1.2,0,8,2,1,3,85.3,38.0,6,5,1
Semi-urban,16269.0,1,4.1,1,3,1,3,1,68.2,45.5,0,7,1
Semi-urban,28377.0,2,10.1,1,10,3,1,3,64.5,62.6,0,7,0
Rural,7407.0,1,16.52,1,3,1,2,3,34.3,35.0,4,6,1
Rural,10996.0,1,13.11,2,4,2,3,1,12.5,35.0,0,3,1
Semi-urban,18725.0,1,20.8,1,5,2,3,1,44.8,58.0,1,10,1
Urban,16758.0,0,4.0,1,4,2,3,2,49.2,75.6,2,6,1
Rural,7731.0,0,16.61,2,10,3,2,2,10.0,55.2,1,10,1
Urban,9206.0,1,0.5,0,5,2,3,3,78.3,99.7,0,8,0
Rural,3282.0,2,3.86,1,5,1,1,2,92.7,87.4,8,6,1
Semi-urban,19522.0,2,9.8,1,7,2,2,2,53.6,39.8,1,9,0
Urban,11882.0,2,4.3,0,3,1,2,1,77.8,72.6,0,6,0
Semi-urban,22608.0,0,0.5,1,9,3,2,3,16.2,70.6,1,8,0
Semi-urban,29157.0,1,14.1,0,4,1,3,3,47.2,41.9,0,5,1
Semi-urban,6674.0,0,0.5,1,8,2,2,2,22.9,42.9,1,10,1
Rural,6003.0,2,1.63,1,5,2,2,1,93.9,37.1,1,6,0
Semi-urban,2000.0,1,10.8,0,4,1,2,2,89.6,75.7,0,7,0
Semi-urban,40025.0,0,1.6,2,7,2,2,2,49.2,65.8,1,8,0
Semi-urban,50000.0,0,0.5,0,4,1,1,2,69.8,78.0,2,4,0
Rural,8406.0,0,16.15,0,6,3,3,2,25.1,84.1,0,5,1
Rural,3885.0,0,3.97,1,7,3,1,3,75.6,43.5,0,7,0
Urban,10060.0,1,5.5,0,6,2,1,2,70.6,76.0,3,5,0
Semi-urban,8264.0,1,14.7,0,7,1,2,3,90.2,97.5,0,8,0
Semi-urban,4189.0,2,13.0,1,6,1,2,3,95.7,59.9,0,7,0
Rural,2944.0,1,10.83,1,10,3,2,3,24.1,73.2,3,6,1
Urban,5688.0,2,8.2,0,10,3,2,2,31.4,64.1,0,7,0
Urban,5465.0,1,3.2,1,4,1,2,2,81.0,64.1,4,5,1
Semi-urban,8409.0,1,1.9,0,10,3,3,3,52.9,64.9,2,5,0
Semi-urban,16829.0,0,3.5,2,6,3,2,1,89.9,89.1,0,9,0
Urban,6242.0,1,0.6,2,5,2,3,1,69.0,38.1,0,8,1
Rural,6346.0,1,18.06,0,5,2,1,1,62.1,56.4,0,10,0
Semi-urban,4264.0,0,22.8,0,7,2,2,2,81.5,79.0,0,9,0
Rural,7825.0,1,25.76,0,6,1,2,2,59.8,59.5,8,7,1
Rural,16949.0,0,37.81,2,3,2,2,1,74.8,66.5,2,5,1
Semi-urban,4415.0,1,4.4,0,5,1,3,2,10.0,36.9,7,10,1
Semi-urban,24384.0,0,1.8,1,9,3,1,3,41.9,35.0,0,6,0
Urban,2698.0,2,12.4,0,5,1,2,2,50.0,46.1,1,7,0
Rural,27938.0,0,2.21,0,5,1,1,3,74.1,84.9,2,9,0
Rural,9929.0,0,50.0,1,10,2,1,3,62.9,52.8,0,6,0
Semi-urban,3561.0,1,2.7,0,9,3,1,3,45.0,39.5,1,7,0
Semi-urban,5280.0,1,4.2,0,9,3,1,3,46.4,68.2,2,8,0
Rural,13040.0,2,50.0,1,9,3,3,2,20.6,67.0,1,9,0
Urban,19834.0,2,8.9,2,5,2,2,1,76.4,56.3,2,8,0
Rural,8296.0,0,34.69,0,2,3,3,1,71.8,63.3,0,7,1
Semi-urban,5444.0,1,7.8,2,7,2,1,3,45.5,37.7,1,4,0
Semi-urban,8186.0,0,5.0,0,5,1,3,2,87.1,71.7,2,10,1
Rural,10596.0,1,4.28,1,6,1,1,2,94.7,91.1,4,6,0
Semi-urban,38968.0,1,8.7,1,7,3,3,1,69.9,55.3,2,4,0
Rural,3261.0,2,11.57,2,8,3,2,2,57.9,37.9,2,9,1
Semi-urban,29721.0,2,15.7,0,3,1,2,1,97.2,86.4,0,6,0
Urban,9709.0,2,1.3,1,5,1,2,3,72.6,63.7,0,6,0
Urban,4911.0,1,1.1,0,8,2,2,3,60.7,47.5,0,10,0
Urban,19049.0,0,4.3,1,5,2,3,1,68.9,56.3,0,10,0
Urban,43070.0,1,46.3,0,5,2,3,2,23.7,41.2,1,9,1
Semi-urban,20180.0,2,3.4,1,7,2,2,2,30.6,61.4,4,10,0
Semi-urban,14067.0,1,15.4,0,5,3,2,1,35.3,53.9,0,10,0
Rural,3756.0,1,33.98,1,5,2,3,3,55.4,76.2,5,7,1
Rural,8483.0,0,26.37,0,6,3,1,2,77.8,58.8,2,6,0
Semi-urban,26607.0,0,20.0,1,7,2,1,3,78.1,48.0,2,6,0
Urban,20942.0,0,1.2,0,1,1,2,3,41.5,39.9,2,5,1
Rural,3209.0,0,34.65,1,8,2,3,2,60.0,51.0,9,6,1
Rural,13349.0,0,12.51,0,5,2,2,3,93.7,54.3,0,8,0
Semi-urban,8252.0,0,11.4,0,7,2,2,3,70.8,65.6,0,5,0
Semi-urban,5805.0,0,5.0,1,5,1,2,2,67.0,80.5,1,6,0
Urban,36052.0,2,9.3,0,1,1,3,3,36.1,72.9,0,6,1
Semi-urban,12814.0,0,0.6,0,9,2,2,2,14.6,64.6,1,9,0
Rural,15818.0,0,42.78,0,5,2,3,2,43.8,69.3,2,9,1
Semi-urban,18994.0,0,24.0,0,6,3,2,2,74.0,80.9,0,5,0
Semi-urban,5583.0,1,13.1,2,5,2,3,1,69.1,65.5,1,10,0
Rural,30132.0,0,1.52,1,7,3,2,1,10.0,82.2,6,10,1
Urban,13157.0,2,3.2,1,9,2,1,3,22.9,58.5,1,5,0
Urban,5206.0,2,0.8,1,5,2,1,3,81.7,68.5,3,5,0
Rural,3057.0,1,1.92,1,6,2,2,1,55.3,47.3,1,6,1
Urban,22583.0,0,6.6,1,4,1,2,2,55.1,62.7,1,7,0
Rural,11928.0,1,8.56,1,6,2,3,2,93.4,53.3,0,6,0
Semi-urban,8681.0,1,2.4,2,6,2,2,1,78.9,87.0,1,7,0
Semi-urban,3339.0,0,0.9,1,6,1,2,3,63.0,63.7,3,4,1
Semi-urban,6036.0,0,3.7,1,5,2,2,1,14.5,52.5,1,7,1
Rural,6239.0,1,13.12,2,10,2,1,3,50.0,78.6,2,9,0
Semi-urban,4773.0,0,14.8,1,3,1,3,1,94.0,88.0,0,10,1
